Customer_ID,State,City,Zip Code,Customer_Gender,Senior_Customer,Has_Partner,Has_Dependents,Customer_Tenure_Months,Phone_Service,Multiple_Lines,Digital_Service,Security_Product,Backup_Product,Device_Protection,Customer_Support,Entertainment_Service,Media_Service,Account_Contract,Digital_Billing,Payment_Method,Monthly_Revenue,Lifetime_Revenue,Customer_Churn,Churn_Flag,Customer_Lifetime_Value,Tenure_Category,Revenue_Segment,Customer_Value_Segment
3729-OWRVL,California,Pixley,93256,Male,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,No,0,4295,Long-Term Customer,High Revenue,High Value
2324-AALNO,California,Porterville,93257,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,1203.95,No,0,5517,Loyal Customer,Low Revenue,Premium Value
5760-IFJOZ,California,Richgrove,93261,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,No,0,3449,New Customer,High Revenue,High Value
2826-UWHIS,California,Sequoia National Park,93262,Male,No,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,No,0,5602,Loyal Customer,Medium Revenue,Premium Value
7501-IWUNG,California,Springville,93265,Female,No,Yes,No,61,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05,No,0,6301,Long-Term Customer,Medium Revenue,Premium Value
4957-TREIR,California,Stratford,93266,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,No,0,5645,New Customer,Medium Revenue,Premium Value
7251-LJBQN,California,Strathmore,93267,Female,Yes,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,No,0,3568,Loyal Customer,High Revenue,High Value
8040-MNRTF,California,Taft,93268,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,No,0,3029,New Customer,Medium Revenue,High Value
1536-HBSWP,California,Terra Bella,93270,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0,4667,New Customer,Low Revenue,High Value
5313-FPXWG,California,Three Rivers,93271,Male,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,No,0,4886,Loyal Customer,Low Revenue,High Value
0946-FKYTX,California,Tulare,93274,Male,No,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,No,0,6290,Loyal Customer,Low Revenue,Premium Value
5076-YVXCM,California,Tupman,93276,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,No,0,4191,Loyal Customer,Medium Revenue,High Value
8262-COGGB,California,Visalia,93277,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No,0,5384,New Customer,Low Revenue,Premium Value
6663-JOCQO,California,Wasco,93280,Male,No,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,No,0,4258,Established Customer,Medium Revenue,High Value
9620-QJREV,California,Weldon,93283,Male,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.55,1013.05,No,0,3313,Loyal Customer,Low Revenue,High Value
2682-KEVRP,California,Woodlake,93286,Female,Yes,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417.0,No,0,4327,Established Customer,Low Revenue,High Value
2480-JZOSN,California,Woody,93287,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,No,0,4517,New Customer,Low Revenue,High Value
0078-XZMHT,California,Visalia,93291,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2,No,0,6322,Long-Term Customer,Medium Revenue,Premium Value
9978-HYCIN,California,Bakersfield,93301,Male,Yes,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,No,0,3384,Loyal Customer,Medium Revenue,High Value
8338-QIUNR,California,Bakersfield,93304,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,No,0,4397,Long-Term Customer,Medium Revenue,High Value
1525-LNLOJ,California,Bakersfield,93305,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No,0,4186,Long-Term Customer,Medium Revenue,High Value
9450-TRJUU,California,Bakersfield,93306,Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,No,0,2332,Established Customer,Medium Revenue,Standard Value
1766-GKNMI,California,Bakersfield,93307,Male,No,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2,No,0,4388,Established Customer,Medium Revenue,High Value
6942-LBFDP,California,Bakersfield,93308,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,No,0,5629,New Customer,Low Revenue,Premium Value
1456-TWCGB,California,Bakersfield,93309,Male,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,No,0,3272,New Customer,Low Revenue,High Value
7596-ZYWBB,California,Bakersfield,93312,Female,No,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,3739.8,No,0,4372,Long-Term Customer,Medium Revenue,High Value
8329-UTMVM,California,Bakersfield,93313,Male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No,0,3104,Established Customer,High Revenue,High Value
3014-WJKSM,California,San Luis Obispo,93401,Male,No,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No,0,4910,Established Customer,Medium Revenue,High Value
3347-YJZZE,California,Los Osos,93402,Male,No,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,No,0,4558,Established Customer,Medium Revenue,High Value
7929-DMBCV,California,Arroyo Grande,93420,Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No,0,4741,Established Customer,Medium Revenue,High Value
9661-JALZV,California,Atascadero,93422,Female,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.7,1519.0,No,0,5138,Loyal Customer,Low Revenue,Premium Value
5433-KYGHE,California,Avila Beach,93424,Female,No,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.05,No,0,5494,Established Customer,Medium Revenue,Premium Value
4312-KFRXN,California,Bradley,93426,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,No,0,5512,Long-Term Customer,Low Revenue,Premium Value
5575-TPIZQ,California,Buellton,93427,Male,No,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,No,0,5593,Loyal Customer,Medium Revenue,Premium Value
0114-IGABW,California,Cambria,93428,Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,0,5224,Long-Term Customer,Medium Revenue,Premium Value
9944-AEXBM,California,Casmalia,93429,Male,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No,0,2383,Established Customer,Medium Revenue,Standard Value
1853-ARAAQ,California,Cayucos,93430,Female,No,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No,0,2510,Established Customer,Medium Revenue,Standard Value
6952-OMNWB,California,Creston,93432,Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No,0,5581,Long-Term Customer,Medium Revenue,Premium Value
4697-LUPSU,California,Grover Beach,93433,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,No,0,3866,New Customer,Low Revenue,High Value
8434-VGEQQ,California,Guadalupe,93434,Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1305.95,No,0,4446,Long-Term Customer,Low Revenue,High Value
6549-YMFAW,California,Los Olivos,93441,Male,Yes,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,No,0,2302,New Customer,Low Revenue,Standard Value
4950-HKQTE,California,Morro Bay,93442,Female,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,No,0,5676,Established Customer,Low Revenue,Premium Value
6786-OBWQR,California,Nipomo,93444,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,No,0,5109,New Customer,Medium Revenue,Premium Value
2753-JMMCV,California,Paso Robles,93446,Male,No,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,No,0,4774,Long-Term Customer,Medium Revenue,High Value
6621-YOBKI,California,San Ardo,93450,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,No,0,2303,New Customer,Low Revenue,Standard Value
1216-JWVUX,California,San Miguel,93451,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05,No,0,5985,Established Customer,Medium Revenue,Premium Value
7564-GHCVB,California,San Simeon,93452,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,No,0,4689,Long-Term Customer,Medium Revenue,High Value
1173-NOEYG,California,Santa Margarita,93453,Female,No,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,0,5750,Established Customer,Medium Revenue,Premium Value
7595-EHCDL,California,Santa Maria,93454,Male,No,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,No,0,3087,Established Customer,Medium Revenue,High Value
6647-ZEDXT,California,Santa Maria,93455,Female,No,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,No,0,4983,Established Customer,High Revenue,High Value
2521-NPUZR,California,Santa Maria,93458,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,No,0,5025,Long-Term Customer,High Revenue,Premium Value
1307-TVUFB,California,Santa Ynez,93460,Male,Yes,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,No,0,2399,Loyal Customer,Medium Revenue,Standard Value
7503-MIOGA,California,Shandon,93461,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,No,0,5881,Long-Term Customer,Medium Revenue,Premium Value
4381-MHQDC,California,Solvang,93463,Female,No,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,No,0,3286,Loyal Customer,Medium Revenue,High Value
6923-JHPMP,California,Templeton,93465,Female,No,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,5602,New Customer,Medium Revenue,Premium Value
4018-PPNDW,California,California City,93505,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,No,0,5970,Long-Term Customer,Low Revenue,Premium Value
1635-FJFCC,California,Acton,93510,Female,No,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,0,5846,New Customer,Low Revenue,Premium Value
2499-AJYUA,California,Benton,93512,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,No,0,5933,Long-Term Customer,High Revenue,Premium Value
6919-ELBGL,California,Big Pine,93513,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,0,6268,Long-Term Customer,High Revenue,Premium Value
3966-HRMZA,California,Bishop,93514,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,No,0,3545,New Customer,Medium Revenue,High Value
6425-JWTDV,California,Boron,93516,Male,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,No,0,2282,Loyal Customer,Low Revenue,Standard Value
8405-IGQFX,California,Bridgeport,93517,Female,No,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817.0,No,0,4039,Long-Term Customer,Medium Revenue,High Value
8224-IVVPA,California,Caliente,93518,Female,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No,0,4472,Established Customer,Medium Revenue,High Value
9477-LGWQI,California,Darwin,93522,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,No,0,5715,Long-Term Customer,Medium Revenue,Premium Value
1410-RSCMR,California,Edwards,93523,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No,0,3459,New Customer,Medium Revenue,High Value
3115-CZMZD,California,Independence,93526,Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,0.0,No,0,5504,New Customer,Low Revenue,Premium Value
0139-IVFJG,California,Inyokern,93527,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,0,5361,New Customer,Medium Revenue,Premium Value
5730-DBDSI,California,June Lake,93529,Male,No,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,No,0,4601,Long-Term Customer,Low Revenue,High Value
0030-FNXPP,California,Keeler,93530,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,No,0,5634,New Customer,Low Revenue,Premium Value
5684-FJVYR,California,Lake Hughes,93532,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,0,5794,Long-Term Customer,Medium Revenue,Premium Value
4013-GUXND,California,Lancaster,93534,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,0,3678,New Customer,Low Revenue,High Value
1266-NZYUI,California,Lee Vining,93541,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,0,6264,Long-Term Customer,Medium Revenue,Premium Value
7969-FFOWG,California,Littlerock,93543,Male,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,No,0,6312,Long-Term Customer,Low Revenue,Premium Value
4718-DHSMV,California,Llano,93544,Female,No,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,0,2534,New Customer,Low Revenue,Standard Value
5175-WLYXL,California,Lone Pine,93545,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,0,2444,Established Customer,Medium Revenue,Standard Value
7817-OMJNA,California,Mammoth Lakes,93546,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,0,5068,Established Customer,Low Revenue,Premium Value
8728-SKJLR,California,Olancha,93549,Male,No,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No,0,3277,Loyal Customer,Medium Revenue,High Value
3137-NYQQI,California,Palmdale,93550,Male,No,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,No,0,3546,Established Customer,Medium Revenue,High Value
7706-DZNKK,California,Palmdale,93551,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,0,2642,New Customer,Low Revenue,Standard Value
8823-RLPWL,California,Rosamond,93560,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,No,0,4259,Long-Term Customer,High Revenue,High Value
9505-SQFSW,California,Tehachapi,93561,Female,No,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No,0,5651,New Customer,Low Revenue,Premium Value
3758-CKOQL,California,Valyermo,93563,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,No,0,4620,Loyal Customer,High Revenue,High Value
5676-CFLYY,California,Ahwahnee,93601,Male,No,Yes,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No,0,5124,Long-Term Customer,Medium Revenue,Premium Value
7521-AFHAB,California,Auberry,93602,Female,No,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,No,0,2492,New Customer,Low Revenue,Standard Value
0285-INHLN,California,Badger,93603,Male,No,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,0,3519,Established Customer,Medium Revenue,High Value
5125-CNDSP,California,Big Creek,93605,Male,No,No,No,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,0,6406,Long-Term Customer,Low Revenue,Premium Value
4992-LTJNE,California,Cantua Creek,93608,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,0,6259,Long-Term Customer,Medium Revenue,Premium Value
2202-OUTMO,California,Caruthers,93609,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,0,3012,Established Customer,Medium Revenue,High Value
0810-BDHAW,California,Chowchilla,93610,Female,No,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,No,0,2506,Established Customer,Medium Revenue,Standard Value
0229-LFJAF,California,Clovis,93611,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,0,4262,Long-Term Customer,Medium Revenue,High Value
7131-ZQZNK,California,Clovis,93612,Female,No,Yes,No,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,0,5790,Loyal Customer,Medium Revenue,Premium Value
3442-ZHHCC,California,Coarsegold,93614,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,No,0,5355,Long-Term Customer,Medium Revenue,Premium Value
5726-CVNYA,California,Cutler,93615,Female,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,No,0,3260,New Customer,Low Revenue,High Value
9871-ELEYA,California,Del Rey,93616,Female,No,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,No,0,4263,Established Customer,Medium Revenue,High Value
4257-GAESD,California,Dinuba,93618,Female,No,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,0,2270,New Customer,Low Revenue,Standard Value
5173-WXOQV,California,Dos Palos,93620,Male,No,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No,0,4369,New Customer,Medium Revenue,High Value
2040-OBMLJ,California,Dunlap,93621,Male,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,No,0,4850,Established Customer,Medium Revenue,High Value
6286-ZHAOK,California,Firebaugh,93622,Female,No,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No,0,3235,Established Customer,Low Revenue,High Value
3807-XHCJH,California,Fish Camp,93623,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,20.0,No,0,2358,New Customer,Low Revenue,Standard Value
5671-RQRLP,California,Fowler,93625,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,No,0,4181,Long-Term Customer,Medium Revenue,High Value
8859-AXJZP,California,Helm,93627,Male,No,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,No,0,3970,Loyal Customer,Low Revenue,High Value
3174-AKMAS,California,Hume,93628,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,No,0,4699,Loyal Customer,Medium Revenue,High Value
9926-PJHDQ,California,Kingsburg,93631,Female,No,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No,0,5120,Long-Term Customer,Medium Revenue,Premium Value
7382-DFJTU,California,Lakeshore,93634,Male,No,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,0,2110,Established Customer,Medium Revenue,Standard Value
2798-NYLMZ,California,Los Banos,93635,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616.0,No,0,4111,Long-Term Customer,High Revenue,High Value
8098-TDCBU,California,North Fork,93643,Female,No,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,No,0,3052,Loyal Customer,Low Revenue,High Value
3551-GAEGL,California,Oakhurst,93644,Male,No,Yes,No,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,No,0,4697,Established Customer,Low Revenue,High Value
4785-NKHCX,California,O Neals,93645,Male,Yes,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,0,2154,New Customer,Low Revenue,Standard Value
3196-NVXLZ,California,Orange Cove,93646,Female,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No,0,4874,Established Customer,Medium Revenue,High Value
0036-IHMOT,California,Parlier,93648,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,0,5892,Loyal Customer,High Revenue,Premium Value
4178-EGMON,California,Prather,93651,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.45,No,0,4867,Long-Term Customer,Medium Revenue,High Value
4220-TINQT,California,Raisin City,93652,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No,0,5632,Long-Term Customer,High Revenue,Premium Value
5318-YKDPV,California,Raymond,93653,Male,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,0,3716,Loyal Customer,Medium Revenue,High Value
7975-TZMLR,California,Reedley,93654,Male,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,No,0,5029,Loyal Customer,High Revenue,Premium Value
0295-QVKPB,California,Riverdale,93656,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,0,3099,New Customer,Medium Revenue,High Value
4335-BSMJS,California,Sanger,93657,Female,No,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,No,0,6201,Long-Term Customer,Low Revenue,Premium Value
9146-JRIOX,California,Shaver Lake,93664,Female,No,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,No,0,2080,Established Customer,Low Revenue,Standard Value
5337-IIWKZ,California,Sultana,93666,Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,No,0,5569,Established Customer,Low Revenue,Premium Value
