Customer_ID,State,City,Zip Code,Customer_Gender,Senior_Customer,Has_Partner,Has_Dependents,Customer_Tenure_Months,Phone_Service,Multiple_Lines,Digital_Service,Security_Product,Backup_Product,Device_Protection,Customer_Support,Entertainment_Service,Media_Service,Account_Contract,Digital_Billing,Payment_Method,Monthly_Revenue,Lifetime_Revenue,Customer_Churn,Churn_Flag,Customer_Lifetime_Value,Tenure_Category,Revenue_Segment,Customer_Value_Segment,Churn_Probability,Risk_Level,Revenue_At_Risk
4523-WXCEF,California,San Jose,95129,Female,No,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,Yes,1,4160,Loyal Customer,High Revenue,High Value,0.6047549,Medium Risk,61.14072289466858
8364-TRMMK,California,San Jose,95132,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,Yes,1,2876,New Customer,Medium Revenue,Standard Value,0.6460303,Medium Risk,32.72143504023552
3063-QFSZL,California,San Jose,95135,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,Yes,1,2294,New Customer,Medium Revenue,Standard Value,0.7747847,High Risk,42.92307150363922
8775-LHDJH,California,San Jose,95136,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,Yes,1,2905,New Customer,Medium Revenue,Standard Value,0.93896174,High Risk,85.06993403434753
3097-NQYSN,California,San Jose,95139,Male,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,Yes,1,5204,New Customer,Medium Revenue,Premium Value,0.8836735,High Risk,76.74704252779483
3565-UNOCC,California,Stockton,95209,Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,Yes,1,3179,Established Customer,Medium Revenue,High Value,0.61751056,Medium Risk,61.16442068815231
9249-FXSCK,California,Acampo,95220,Female,No,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,Yes,1,4861,Loyal Customer,High Revenue,High Value,0.32986504,Low Risk,36.69748552143574
5493-SDRDQ,California,Angels Camp,95222,Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,Yes,1,4235,New Customer,Medium Revenue,High Value,0.3908159,Low Risk,21.53395684361458
0871-URUWO,California,Sheep Ranch,95250,Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,Yes,1,2003,Established Customer,High Revenue,Standard Value,0.88835853,High Risk,90.83466003835201
9190-MFJLN,California,Vallecito,95251,Male,Yes,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,Yes,1,2851,Established Customer,Medium Revenue,Standard Value,0.5533974,Medium Risk,53.07081229686737
1095-JUDTC,California,Woodbridge,95258,Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,4504.55,Yes,1,5214,Loyal Customer,Medium Revenue,Premium Value,0.42355326,Medium Risk,40.25873719006777
0870-VEMYL,California,Columbia,95310,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,Yes,1,5435,New Customer,Medium Revenue,Premium Value,0.15904336,Low Risk,8.564484762400388
5385-SUIRI,California,Delhi,95315,Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,Yes,1,5648,Loyal Customer,High Revenue,Premium Value,0.59955937,Medium Risk,62.474086010456084
3982-XWFZQ,California,Denair,95316,Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,Yes,1,4873,Loyal Customer,Medium Revenue,High Value,0.42452866,Medium Risk,21.33256508409977
4009-ALQFH,California,Groveland,95321,Female,No,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,Yes,1,5932,Established Customer,Medium Revenue,Premium Value,0.63738215,Medium Risk,63.419523894786835
3627-FCRDW,California,Hughson,95326,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.0,672.55,Yes,1,2236,New Customer,Medium Revenue,Standard Value,0.47955972,Medium Risk,34.04874008893967
7562-GSUHK,California,Jamestown,95327,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,Yes,1,5497,Established Customer,Medium Revenue,Premium Value,0.46280918,Medium Risk,43.13381513357162
4903-UYAVB,California,Lathrop,95330,Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,126.05,Yes,1,3864,New Customer,Low Revenue,High Value,0.18437614,Low Risk,3.5676782213151457
6776-TLWOI,California,Livingston,95334,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,Yes,1,2158,New Customer,Low Revenue,Standard Value,0.11604986,Low Risk,2.303589788451791
4077-CROMM,California,Modesto,95350,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,Yes,1,5000,Established Customer,High Revenue,High Value,0.65361524,Medium Risk,68.10670762062072
2868-MZAGQ,California,Modesto,95354,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,Yes,1,5533,New Customer,Medium Revenue,Premium Value,0.89530975,High Risk,70.95329739153385
4847-QNOKA,California,Modesto,95355,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,Yes,1,2632,New Customer,Low Revenue,Standard Value,0.5915739,Medium Risk,26.561667841672897
6379-RXJRQ,California,Modesto,95358,Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,Yes,1,2457,New Customer,Medium Revenue,Standard Value,0.63703954,Medium Risk,44.65647190809249
8650-RHRKE,California,Oakdale,95361,Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,Yes,1,4207,New Customer,Low Revenue,High Value,0.6134213,Medium Risk,18.187942165136338
0475-RIJEP,California,Pinecrest,95364,Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,3365.85,Yes,1,5107,Loyal Customer,Medium Revenue,Premium Value,0.4979561,Medium Risk,38.76588216125965
1260-TTRXI,California,Planada,95365,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,195.3,Yes,1,5834,New Customer,Medium Revenue,Premium Value,0.3652202,Low Risk,19.83145626783371
6328-ZPBGN,California,Riverbank,95367,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Yes,1,4074,New Customer,Medium Revenue,High Value,0.76358706,High Risk,72.65530852973461
4789-KWMXN,California,Tuolumne,95379,Male,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,Yes,1,3344,Loyal Customer,High Revenue,High Value,0.48162556,Medium Risk,53.38819298744201
2867-UIMSS,California,Vernalis,95385,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,Yes,1,2734,New Customer,Medium Revenue,Standard Value,0.83230835,High Risk,67.00082233548164
8111-RKSPX,California,Santa Rosa,95401,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,Yes,1,5668,New Customer,Medium Revenue,Premium Value,0.8023256,High Risk,57.92790877819061
1585-MQSSU,California,Santa Rosa,95404,Male,No,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900.5,Yes,1,5659,Established Customer,Medium Revenue,Premium Value,0.3661861,Low Risk,18.85858477652073
2856-NNASM,California,Santa Rosa,95407,Male,Yes,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,Yes,1,3802,Loyal Customer,Medium Revenue,High Value,0.55411875,Medium Risk,49.62133428454399
8559-CIZFV,California,Annapolis,95412,Male,No,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625.0,Yes,1,5353,Established Customer,Medium Revenue,Premium Value,0.08953542,Low Risk,6.938995253294706
7547-EKNFS,California,Caspar,95420,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,Yes,1,2075,Loyal Customer,Medium Revenue,Standard Value,0.62285656,Medium Risk,59.327087089419365
6769-DYBQN,California,Clearlake,95422,Male,Yes,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,Yes,1,2097,Loyal Customer,Medium Revenue,Standard Value,0.41916862,Medium Risk,35.629332810640335
4439-JMPMT,California,Comptche,95427,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95,Yes,1,3608,New Customer,Medium Revenue,High Value,0.76977813,High Risk,66.00847485661507
2446-BEGGB,California,Eldridge,95431,Female,Yes,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,Yes,1,3330,New Customer,Medium Revenue,High Value,0.8795694,High Risk,86.417694658041
1496-GGSUK,California,Fulton,95439,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,Yes,1,4095,New Customer,Low Revenue,High Value,0.70116526,Medium Risk,18.01994715332985
2575-GFSOE,California,Graton,95444,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,506.9,Yes,1,5672,New Customer,Medium Revenue,Premium Value,0.6560056,Medium Risk,45.26438784599304
2842-JTCCU,California,Hopland,95449,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,Yes,1,4662,New Customer,Low Revenue,High Value,0.46973908,Medium Risk,21.6314846098423
3296-SILRA,California,Lakeport,95453,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,Yes,1,2426,New Customer,Medium Revenue,Standard Value,0.8521201,High Risk,65.10197575092316
9681-OXGVC,California,Laytonville,95454,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514.0,Yes,1,5180,New Customer,High Revenue,Premium Value,0.8934885,High Risk,89.79559689760208
5180-UCIIQ,California,Lucerne,95458,Male,Yes,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,Yes,1,2061,Established Customer,Low Revenue,Standard Value,0.19400613,Low Risk,7.769945510476827
7153-OANIO,California,Mendocino,95460,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,Yes,1,5066,New Customer,Medium Revenue,Premium Value,0.79434234,High Risk,55.56424661576748
6521-YYTYI,California,Navarro,95463,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,Yes,1,2578,New Customer,Medium Revenue,Standard Value,0.93372005,High Risk,87.11608087420463
8878-HMWBV,California,Nice,95464,Male,No,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,169.05,Yes,1,5598,New Customer,Low Revenue,Premium Value,0.5308996,Medium Risk,26.093714568018914
3751-KTZEL,California,Yorkville,95494,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,35.05,Yes,1,3706,New Customer,Low Revenue,High Value,0.59485483,Medium Risk,20.84966185092926
1977-STDKI,California,The Sea Ranch,95497,Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73.0,Yes,1,4116,New Customer,Medium Revenue,High Value,0.8535464,High Risk,62.3088858127594
5813-UECBU,California,Bridgeville,95526,Male,Yes,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,Yes,1,2583,Established Customer,Medium Revenue,Standard Value,0.5516437,Medium Risk,46.2553266942501
0328-GRPMV,California,Burnt Ranch,95527,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,1,3706,New Customer,Medium Revenue,High Value,0.85573685,High Risk,59.987153303623195
4342-HENTK,California,Garberville,95542,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,Yes,1,2189,New Customer,Medium Revenue,Standard Value,0.6438385,Medium Risk,45.487191778421405
4195-SMMNX,California,Hydesville,95547,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,33.2,Yes,1,5627,New Customer,Low Revenue,Premium Value,0.12695438,Low Risk,2.583521565794945
6956-SMUCM,California,Miranda,95553,Female,No,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,Yes,1,5236,New Customer,Medium Revenue,Premium Value,0.7715861,High Risk,76.38702589273453
3223-WZWJM,California,Petrolia,95558,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,Yes,1,5869,Established Customer,Medium Revenue,Premium Value,0.6216693,Medium Risk,52.1891371011734
9053-JZFKV,California,Redway,95560,Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,Yes,1,4495,Long-Term Customer,High Revenue,High Value,0.25021592,Low Risk,29.075089651346207
2530-ENDWQ,California,Rio Dell,95562,Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,Yes,1,4296,Long-Term Customer,Medium Revenue,High Value,0.2830554,Low Risk,26.522290500998498
6615-ZGEDR,California,Smith River,95567,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,Yes,1,5707,New Customer,Low Revenue,Premium Value,0.42223898,Medium Risk,8.318107822537423
9250-WYPLL,California,Whitethorn,95589,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,Yes,1,4600,New Customer,Medium Revenue,High Value,0.5810519,Medium Risk,43.8984699934721
2754-XBHTB,California,Amador City,95601,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,Yes,1,3847,New Customer,Medium Revenue,High Value,0.61881894,Medium Risk,48.05129059255123
1597-LHYNC,California,Auburn,95602,Female,Yes,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,Yes,1,4232,Established Customer,Medium Revenue,High Value,0.54217374,Medium Risk,51.506505608558655
7055-VKGDA,California,Clarksburg,95612,Male,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,Yes,1,4406,Loyal Customer,High Revenue,High Value,0.30529544,Low Risk,32.17813912034035
0754-UKWQP,California,Cool,95614,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,Yes,1,3790,New Customer,Medium Revenue,High Value,0.8076162,High Risk,77.41001029908657
7493-TPUWZ,California,Diamond Springs,95619,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,Yes,1,4243,New Customer,Medium Revenue,High Value,0.924305,High Risk,73.15874247252941
1577-HKTFG,California,Elk Grove,95624,Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Yes,1,2486,Established Customer,Low Revenue,Standard Value,0.13887662,Low Risk,2.728925523161888
8752-STIVR,California,Elmira,95625,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,Yes,1,2085,New Customer,Medium Revenue,Standard Value,0.70903987,Medium Risk,56.014149487018585
4558-FANTW,California,Fair Oaks,95628,Female,No,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,1574.45,Yes,1,5643,Established Customer,Medium Revenue,Premium Value,0.5702317,Medium Risk,52.37577944993973
8651-ENBZX,California,Grizzly Flats,95636,Female,Yes,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,Yes,1,5507,Loyal Customer,High Revenue,Premium Value,0.32932824,Low Risk,34.908793330192566
7623-TRNQN,California,Jackson,95642,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,Yes,1,3113,New Customer,Low Revenue,High Value,0.21760522,Low Risk,10.858500392735005
9330-IJWIO,California,Kirkwood,95646,Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,1,2008,Established Customer,High Revenue,Standard Value,0.78598,High Risk,78.87309161424636
9286-DOJGF,California,Lotus,95651,Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Yes,1,5165,Loyal Customer,Medium Revenue,Premium Value,0.41263077,Medium Risk,30.926675958931447
9661-MHUMO,California,Mather,95655,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes,1,4478,New Customer,Low Revenue,High Value,0.31166744,Low Risk,15.349621534347534
1842-EZJMK,California,Orangevale,95662,Male,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,5071.05,Yes,1,5897,Loyal Customer,High Revenue,Premium Value,0.5192793,Medium Risk,53.84926353096962
8079-XRJRS,California,Pleasant Grove,95668,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,Yes,1,6110,Long-Term Customer,Medium Revenue,Premium Value,0.09619995,Low Risk,8.633945697918534
8073-IJDCM,California,Rescue,95672,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,Yes,1,3830,New Customer,Low Revenue,High Value,0.46049172,Medium Risk,9.347981852293016
8884-ADFVN,California,Roseville,95678,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,Yes,1,2016,New Customer,High Revenue,Standard Value,0.91741097,High Risk,93.53004836440087
2720-WGKHP,California,Sloughhouse,95683,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,Yes,1,5569,New Customer,Medium Revenue,Premium Value,0.9020318,High Risk,84.79098725318909
2869-ADAWR,California,Sutter Creek,95685,Female,No,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Yes,1,4880,Loyal Customer,Medium Revenue,High Value,0.3803271,Low Risk,33.96321052312851
9894-EZEWG,California,Walnut Grove,95690,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Yes,1,5996,New Customer,Medium Revenue,Premium Value,0.7928707,High Risk,58.910293036699294
7851-FLGGQ,California,Wheatland,95692,Male,No,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,Yes,1,3704,New Customer,Low Revenue,High Value,0.49101177,Medium Risk,21.923675467073917
0637-UBJRP,California,Wilton,95693,Male,No,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,Yes,1,4745,Established Customer,Medium Revenue,High Value,0.5402865,Medium Risk,45.411078760027884
0940-OUQEC,California,Winters,95694,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Yes,1,3492,New Customer,Medium Revenue,High Value,0.6728656,Medium Risk,54.300256276130675
0702-PGIBZ,California,Dutch Flat,95714,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,Yes,1,2777,New Customer,High Revenue,Standard Value,0.866358,High Risk,88.10860678553581
1963-VAUKV,California,Kyburz,95720,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,Yes,1,3663,New Customer,Low Revenue,High Value,0.39702967,Low Risk,8.099405229091644
3058-HJCUY,California,Rancho Cordova,95742,Male,No,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,Yes,1,2098,Loyal Customer,High Revenue,Standard Value,0.647857,Medium Risk,66.47012926340103
3259-FDWOY,California,Elk Grove,95758,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Yes,1,4072,Long-Term Customer,High Revenue,High Value,0.32266197,Low Risk,34.202168405056
0807-ZABDG,California,Woodland,95776,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,154.65,Yes,1,4412,New Customer,Medium Revenue,High Value,0.16284464,Low Risk,8.97273982912302
5748-RNCJT,California,Sacramento,95820,Male,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes,1,4859,Long-Term Customer,High Revenue,High Value,0.40233368,Medium Risk,42.84853658080101
7739-LAXOG,California,Sacramento,95825,Female,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,Yes,1,3590,Established Customer,Medium Revenue,High Value,0.44831923,Medium Risk,40.819465573132035
9776-CLUJA,California,Sacramento,95829,Female,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,3807.35,Yes,1,5748,Loyal Customer,Medium Revenue,Premium Value,0.40075865,Medium Risk,31.058795675635338
6034-ZRYCV,California,Sacramento,95837,Female,No,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,Yes,1,4481,Long-Term Customer,Medium Revenue,High Value,0.37363422,Low Risk,20.250974678993227
2079-FBMZK,California,Antelope,95843,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,418.4,Yes,1,5816,New Customer,Medium Revenue,Premium Value,0.5440487,Medium Risk,37.67537431418896
6608-QQLVK,California,Bangor,95914,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,Yes,1,2077,New Customer,Medium Revenue,Standard Value,0.6856257,Medium Risk,34.62409645318985
3551-HUAZH,California,Brownsville,95919,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,1,3429,New Customer,Medium Revenue,High Value,0.90180635,High Risk,67.09439277648926
6302-JGYRJ,California,Chico,95928,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,Yes,1,2872,Established Customer,Medium Revenue,Standard Value,0.31513694,Low Risk,25.037629826366903
3685-YLCMQ,California,Dobbins,95935,Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,Yes,1,5411,Loyal Customer,High Revenue,Premium Value,0.40802035,Medium Risk,42.69932935088873
8634-MPHTR,California,Forbestown,95941,Male,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,Yes,1,5166,Loyal Customer,High Revenue,Premium Value,0.6255294,Medium Risk,62.58421731591225
8761-NSOBC,California,Gridley,95948,Male,No,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Yes,1,3486,Loyal Customer,High Revenue,High Value,0.39073643,Low Risk,39.288548125326635
8413-VONUO,California,Grimes,95950,Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,Yes,1,5332,New Customer,Medium Revenue,Premium Value,0.7299686,Medium Risk,69.82149730026723
9223-UCPVT,California,Orland,95963,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,Yes,1,5764,New Customer,Medium Revenue,Premium Value,0.8865107,High Risk,83.68661289215089
4351-QLCSU,California,Quincy,95971,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,55.0,Yes,1,3809,New Customer,Medium Revenue,High Value,0.6421259,Medium Risk,35.3169247508049
5419-JPRRN,California,Rough And Ready,95975,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,Yes,1,4390,New Customer,High Revenue,High Value,0.94478106,High Risk,95.84803904294968
