Alert_ID,Date,Alert_Type,Severity,Source,Department,Analyst,Resolution_Time_Minutes,False_Positive,Risk_Score,SLA_Met,Device_Name,Status
760,2026-01-27 10:01:00,Phishing,Medium,Email,Operations,Peter,51,Yes,33,Yes,HOST-1175,In Progress
761,2026-06-09 16:55:00,Failed Login,High,Identity Provider,Engineering,Bruce,159,No,79,Yes,HOST-1073,Resolved
762,2026-02-15 16:12:00,Phishing,High,Email,Engineering,Peter,222,Yes,82,Yes,HOST-1051,Resolved
763,2026-06-16 06:28:00,Phishing,Medium,Email,Operations,Peter,54,Yes,35,Yes,HOST-1096,Resolved
764,2026-06-03 11:49:00,Phishing,Critical,Email,Engineering,Tony,479,Yes,92,Yes,HOST-1203,Resolved
765,2026-05-20 08:06:00,Phishing,Low,Email,Engineering,Peter,24,Yes,15,Yes,HOST-1011,Resolved
766,2026-03-19 11:05:00,Phishing,Low,Email,Operations,Steve,30,Yes,13,Yes,HOST-1280,Resolved
767,2026-03-23 13:45:00,Failed Login,Low,VPN,Engineering,Tony,26,Yes,14,Yes,HOST-1022,Closed
768,2026-01-19 16:25:00,Malware,Low,Endpoint,Finance,Peter,15,No,30,Yes,HOST-1172,Closed
769,2026-05-13 13:25:00,Failed Login,Low,Identity Provider,Finance,Bruce,40,No,12,Yes,HOST-1246,In Progress
770,2026-04-08 14:24:00,Phishing,Medium,Email,Engineering,Peter,79,Yes,55,Yes,HOST-1278,Resolved
771,2026-01-02 13:44:00,Failed Login,Medium,VPN,Engineering,Bruce,74,No,49,Yes,HOST-1004,Closed
772,2026-04-16 09:19:00,Phishing,Low,Email,Engineering,Clark,36,Yes,18,Yes,HOST-1320,Resolved
773,2026-01-08 08:19:00,Phishing,Low,Email,Finance,Steve,24,Yes,18,Yes,HOST-1143,Resolved
774,2026-04-03 10:51:00,Malware,Low,Endpoint,Operations,Bruce,33,No,27,Yes,HOST-1080,Closed
775,2026-06-05 13:29:00,Phishing,Low,Email,Finance,Peter,20,Yes,12,Yes,HOST-1092,Closed
776,2026-03-18 11:03:00,Failed Login,Medium,Identity Provider,Finance,Steve,54,Yes,39,Yes,HOST-1038,Resolved
777,2026-01-29 11:39:00,Phishing,Low,Email,Operations,Peter,32,No,17,Yes,HOST-1241,Closed
778,2026-02-11 14:51:00,Phishing,Medium,Email,Finance,Clark,76,Yes,51,No,HOST-1020,Closed
779,2026-01-22 12:54:00,Failed Login,Low,Identity Provider,Engineering,Steve,24,Yes,27,Yes,HOST-1072,Closed
780,2026-06-15 10:31:00,Firewall Alert,Low,Firewall,Engineering,Peter,16,No,29,No,HOST-1089,Closed
781,2026-03-30 13:21:00,Failed Login,Low,VPN,Executive,Clark,16,Yes,13,Yes,HOST-1119,Resolved
782,2026-03-10 20:52:00,Phishing,Low,Email,Engineering,Peter,29,Yes,21,Yes,HOST-1086,Closed
783,2026-05-15 14:07:00,Phishing,Low,Email,Engineering,Clark,28,Yes,12,Yes,HOST-1110,In Progress
784,2026-02-12 10:28:00,Phishing,Low,Email,Engineering,Peter,26,No,22,Yes,HOST-1296,Resolved
785,2026-06-20 14:57:00,Failed Login,Low,VPN,Executive,Tony,19,Yes,21,No,HOST-1044,Resolved
786,2026-04-05 10:36:00,Failed Login,Low,Identity Provider,Engineering,Bruce,29,Yes,13,Yes,HOST-1138,Resolved
787,2026-05-04 15:51:00,Failed Login,Medium,Identity Provider,Engineering,Steve,49,Yes,35,Yes,HOST-1042,In Progress
788,2026-02-10 14:38:00,Phishing,Low,Email,Finance,Peter,27,No,26,Yes,HOST-1286,In Progress
789,2026-03-12 12:43:00,Phishing,High,Email,Operations,Peter,189,No,63,Yes,HOST-1055,Resolved
790,2026-06-05 16:38:00,Phishing,Low,Email,Human Resources,Peter,31,No,23,Yes,HOST-1227,Resolved
791,2026-02-23 20:30:00,Failed Login,Medium,Identity Provider,Engineering,Clark,77,Yes,52,Yes,HOST-1104,Resolved
792,2026-06-09 11:32:00,Failed Login,High,Identity Provider,Operations,Peter,199,Yes,80,Yes,HOST-1129,Resolved
793,2026-06-21 12:37:00,Phishing,Low,Email,Human Resources,Steve,33,Yes,6,Yes,HOST-1172,Resolved
794,2026-05-05 07:20:00,Failed Login,Medium,VPN,Human Resources,Bruce,87,Yes,34,No,HOST-1132,Resolved
795,2026-03-11 22:36:00,Failed Login,Low,VPN,Finance,Bruce,28,No,17,Yes,HOST-1194,Closed
796,2026-05-26 06:09:00,Malware,Low,Endpoint,Finance,Steve,18,No,27,Yes,HOST-1083,Resolved
797,2026-02-17 16:02:00,Failed Login,Critical,VPN,Finance,Steve,653,Yes,100,Yes,HOST-1128,Resolved
798,2026-01-06 18:36:00,Phishing,Critical,Email,Engineering,Steve,343,No,94,Yes,HOST-1048,Closed
799,2026-05-20 10:43:00,Failed Login,Low,Identity Provider,Finance,Bruce,37,No,30,No,HOST-1231,Closed
800,2026-05-03 18:22:00,Phishing,Low,Email,Engineering,Clark,25,No,21,Yes,HOST-1278,Resolved
801,2026-06-15 10:33:00,Failed Login,Low,Identity Provider,Finance,Clark,26,Yes,24,Yes,HOST-1321,Resolved
802,2026-01-23 13:06:00,Failed Login,High,Identity Provider,Human Resources,Clark,157,Yes,80,Yes,HOST-1204,Resolved
803,2026-05-04 14:53:00,Phishing,Low,Email,Operations,Peter,19,Yes,30,Yes,HOST-1250,In Progress
804,2026-02-02 03:57:00,Failed Login,Medium,Identity Provider,Engineering,Steve,80,Yes,46,Yes,HOST-1345,Resolved
805,2026-06-02 14:11:00,Failed Login,Low,Identity Provider,Engineering,Clark,33,Yes,24,Yes,HOST-1209,Resolved
806,2026-01-14 14:34:00,Phishing,Low,Email,Operations,Bruce,32,Yes,30,No,HOST-1313,Resolved
807,2026-02-26 17:25:00,Privilege Escalation,Low,Email,Finance,Peter,21,No,23,Yes,HOST-1272,Resolved
808,2026-02-12 12:43:00,Data Exfiltration,Low,DLP,Engineering,Tony,27,No,17,Yes,HOST-1242,Resolved
809,2026-01-27 07:17:00,Phishing,Low,Email,Operations,Peter,30,No,15,Yes,HOST-1073,Resolved
810,2026-04-08 19:31:00,Failed Login,Low,VPN,Executive,Bruce,15,Yes,10,Yes,HOST-1171,Resolved
811,2026-03-20 11:53:00,Failed Login,Low,VPN,Operations,Steve,23,Yes,11,Yes,HOST-1152,Closed
812,2026-05-19 11:58:00,Phishing,Low,Email,Finance,Peter,28,No,11,Yes,HOST-1307,Resolved
813,2026-04-02 02:49:00,Failed Login,Low,Identity Provider,Engineering,Tony,21,Yes,7,Yes,HOST-1059,Resolved
814,2026-02-04 09:44:00,Phishing,Medium,Email,Operations,Peter,63,Yes,56,Yes,HOST-1258,Resolved
815,2026-03-15 13:56:00,Firewall Alert,Medium,Firewall,Engineering,Bruce,68,Yes,41,Yes,HOST-1241,Closed
816,2026-02-26 17:45:00,Firewall Alert,Low,Firewall,Finance,Tony,17,Yes,23,Yes,HOST-1031,Resolved
817,2026-04-03 09:28:00,Failed Login,Medium,Identity Provider,Executive,Peter,54,Yes,60,Yes,HOST-1312,Resolved
818,2026-03-04 17:38:00,Phishing,Medium,Email,Engineering,Peter,88,Yes,55,Yes,HOST-1092,In Progress
819,2026-05-01 13:53:00,Failed Login,Medium,Identity Provider,Finance,Clark,80,Yes,54,Yes,HOST-1101,Resolved
820,2026-05-14 08:26:00,Phishing,Low,Email,Engineering,Peter,34,Yes,27,Yes,HOST-1329,Resolved
821,2026-06-24 14:33:00,Privilege Escalation,Low,VPN,Finance,Bruce,38,No,25,Yes,HOST-1310,Resolved
822,2026-05-21 16:54:00,Phishing,Medium,Email,Engineering,Bruce,84,Yes,54,Yes,HOST-1344,Resolved
823,2026-01-13 17:40:00,Phishing,Critical,Email,Finance,Tony,692,Yes,90,Yes,HOST-1090,Resolved
824,2026-06-03 09:01:00,Data Exfiltration,Low,DLP,Engineering,Clark,35,No,28,Yes,HOST-1251,Closed
825,2026-02-20 13:24:00,Phishing,High,Email,Engineering,Peter,226,No,67,Yes,HOST-1133,Resolved
826,2026-05-22 14:55:00,Firewall Alert,Medium,Firewall,Engineering,Peter,78,No,49,Yes,HOST-1158,Resolved
827,2026-03-31 12:46:00,Malware,Low,Endpoint,Operations,Bruce,15,No,25,Yes,HOST-1091,Resolved
828,2026-06-09 14:04:00,Phishing,Low,Email,Engineering,Peter,21,No,5,Yes,HOST-1214,Resolved
829,2026-01-02 15:30:00,Failed Login,High,VPN,Engineering,Bruce,140,Yes,62,Yes,HOST-1090,Resolved
830,2026-06-25 16:34:00,Phishing,Low,Email,Finance,Peter,25,No,9,Yes,HOST-1346,Resolved
831,2026-04-26 17:36:00,Phishing,Medium,Email,Engineering,Peter,50,Yes,39,Yes,HOST-1117,Closed
832,2026-04-14 17:11:00,Failed Login,Medium,VPN,Human Resources,Clark,89,Yes,41,Yes,HOST-1017,Closed
833,2026-05-05 05:27:00,Phishing,Low,Email,Operations,Bruce,35,No,22,Yes,HOST-1021,Resolved
834,2026-03-17 14:36:00,Failed Login,Medium,Identity Provider,Operations,Bruce,70,Yes,43,Yes,HOST-1173,In Progress
835,2026-03-02 14:13:00,Phishing,Low,Email,Human Resources,Peter,16,Yes,6,Yes,HOST-1311,Resolved
836,2026-01-26 10:52:00,Firewall Alert,Low,Firewall,Operations,Steve,40,Yes,26,Yes,HOST-1059,Resolved
837,2026-05-04 16:20:00,Malware,Low,Endpoint,Operations,Bruce,27,No,25,Yes,HOST-1193,Resolved
838,2026-04-16 09:07:00,Phishing,High,Email,Finance,Clark,124,No,79,Yes,HOST-1200,Closed
839,2026-02-25 19:20:00,Failed Login,High,Identity Provider,Engineering,Steve,183,Yes,83,Yes,HOST-1293,Closed
840,2026-04-06 10:52:00,Phishing,Low,Email,Engineering,Clark,21,No,7,Yes,HOST-1248,Closed
841,2026-06-26 13:28:00,Phishing,Low,Email,Engineering,Tony,21,Yes,18,No,HOST-1195,Resolved
842,2026-06-17 17:05:00,Failed Login,Medium,Identity Provider,Finance,Peter,59,Yes,41,Yes,HOST-1177,Closed
843,2026-01-14 08:03:00,Phishing,Low,Email,Operations,Peter,33,Yes,14,Yes,HOST-1308,Resolved
844,2026-05-22 19:56:00,Failed Login,Low,Identity Provider,Engineering,Bruce,34,Yes,28,Yes,HOST-1059,Closed
845,2026-02-20 17:24:00,Firewall Alert,Low,Firewall,Engineering,Bruce,26,No,18,Yes,HOST-1141,Resolved
846,2026-03-25 17:15:00,Phishing,Low,Email,Engineering,Tony,38,Yes,14,Yes,HOST-1331,Resolved
847,2026-01-19 13:35:00,Phishing,Low,Email,Engineering,Peter,30,Yes,17,Yes,HOST-1114,Resolved
848,2026-03-23 18:23:00,Phishing,Low,Email,Executive,Peter,33,Yes,20,Yes,HOST-1330,Resolved
849,2026-02-03 09:04:00,Phishing,Medium,Email,Engineering,Peter,45,No,44,Yes,HOST-1039,Resolved
850,2026-02-06 12:27:00,Phishing,Critical,Email,Finance,Tony,649,Yes,99,Yes,HOST-1050,Resolved
851,2026-05-25 09:30:00,Failed Login,Low,VPN,Engineering,Bruce,25,Yes,21,Yes,HOST-1181,Closed
852,2026-05-28 11:52:00,Failed Login,Low,Identity Provider,Engineering,Tony,30,Yes,20,Yes,HOST-1346,Closed
853,2026-06-23 05:29:00,Failed Login,Medium,VPN,Engineering,Steve,88,Yes,49,Yes,HOST-1064,Closed
854,2026-04-22 12:49:00,Phishing,Low,Email,Engineering,Bruce,38,Yes,9,Yes,HOST-1218,Resolved
855,2026-03-03 12:20:00,Failed Login,Low,VPN,Executive,Steve,17,No,22,Yes,HOST-1220,Closed
856,2026-06-05 00:47:00,Failed Login,Low,Identity Provider,Human Resources,Steve,37,Yes,11,Yes,HOST-1316,Closed
857,2026-03-27 12:56:00,Malware,Medium,Endpoint,Operations,Bruce,68,No,31,Yes,HOST-1334,In Progress
858,2026-04-25 06:47:00,Failed Login,Low,Identity Provider,Engineering,Peter,36,Yes,10,Yes,HOST-1054,Resolved
859,2026-03-06 17:03:00,Malware,Critical,Endpoint,Engineering,Peter,399,No,95,Yes,HOST-1304,Closed
860,2026-05-05 14:53:00,Failed Login,Low,VPN,Finance,Tony,17,Yes,23,Yes,HOST-1069,In Progress
861,2026-06-13 15:45:00,Phishing,Low,Email,Engineering,Peter,40,Yes,17,Yes,HOST-1315,Closed
862,2026-06-25 19:33:00,Failed Login,Medium,VPN,Engineering,Bruce,53,Yes,38,Yes,HOST-1239,Resolved
863,2026-01-06 06:46:00,Phishing,Low,Email,Engineering,Peter,33,Yes,14,Yes,HOST-1350,Resolved
864,2026-03-23 11:05:00,Phishing,Medium,Email,Engineering,Peter,61,Yes,51,No,HOST-1241,Resolved
865,2026-04-15 08:17:00,Privilege Escalation,Medium,Firewall,Engineering,Peter,67,No,39,Yes,HOST-1294,Resolved
866,2026-05-16 10:09:00,Malware,Medium,Endpoint,Engineering,Bruce,77,No,57,Yes,HOST-1271,Resolved
867,2026-05-25 09:27:00,Phishing,Low,Email,Engineering,Peter,33,Yes,21,Yes,HOST-1202,Closed
868,2026-03-11 09:08:00,Phishing,Medium,Email,Engineering,Peter,55,Yes,60,Yes,HOST-1058,In Progress
869,2026-02-28 09:02:00,Phishing,Low,Email,Engineering,Clark,31,Yes,9,Yes,HOST-1190,Resolved
870,2026-02-28 06:38:00,Malware,Low,Endpoint,Engineering,Bruce,19,No,27,Yes,HOST-1166,Resolved
871,2026-04-25 14:44:00,Phishing,Low,Email,Engineering,Peter,15,No,25,Yes,HOST-1053,Resolved
872,2026-04-02 05:42:00,Phishing,Medium,Email,Human Resources,Tony,46,No,49,No,HOST-1092,Resolved
873,2026-03-16 02:07:00,Failed Login,Low,VPN,Human Resources,Bruce,29,Yes,26,Yes,HOST-1106,Resolved
874,2026-05-01 09:09:00,Phishing,Low,Email,Engineering,Peter,28,No,13,Yes,HOST-1331,Resolved
875,2026-06-04 08:30:00,Failed Login,Low,Identity Provider,Finance,Tony,37,Yes,6,Yes,HOST-1091,Closed
876,2026-02-15 09:00:00,Failed Login,Low,VPN,Executive,Bruce,27,Yes,23,Yes,HOST-1050,Resolved
877,2026-06-09 14:01:00,Data Exfiltration,High,DLP,Engineering,Peter,224,No,85,Yes,HOST-1327,Resolved
878,2026-01-13 17:04:00,Failed Login,Low,Identity Provider,Engineering,Bruce,18,Yes,13,Yes,HOST-1208,Resolved
879,2026-01-08 15:49:00,Firewall Alert,Low,Firewall,Engineering,Steve,28,No,16,Yes,HOST-1336,Closed
880,2026-05-18 09:05:00,Data Exfiltration,Low,DLP,Engineering,Tony,18,No,29,Yes,HOST-1110,Closed
881,2026-02-08 15:29:00,Data Exfiltration,High,DLP,Engineering,Peter,210,No,68,Yes,HOST-1106,Resolved
882,2026-04-28 12:06:00,Malware,High,Endpoint,Engineering,Bruce,233,No,81,Yes,HOST-1254,Closed
883,2026-02-13 11:59:00,Phishing,Medium,Email,Engineering,Clark,49,Yes,40,Yes,HOST-1204,Resolved
884,2026-06-08 14:15:00,Phishing,Medium,Email,Engineering,Peter,84,No,33,Yes,HOST-1114,Resolved
885,2026-01-23 00:20:00,Phishing,Medium,Email,Engineering,Tony,78,Yes,42,Yes,HOST-1259,Resolved
886,2026-02-17 17:41:00,Firewall Alert,Medium,Firewall,Operations,Clark,78,No,43,No,HOST-1272,Resolved
887,2026-05-18 04:22:00,Failed Login,High,Identity Provider,Engineering,Tony,217,Yes,64,Yes,HOST-1119,Resolved
888,2026-01-06 17:15:00,Failed Login,Medium,Identity Provider,Engineering,Peter,67,Yes,57,Yes,HOST-1217,Resolved
889,2026-04-08 10:31:00,Phishing,High,Email,Human Resources,Clark,130,Yes,79,Yes,HOST-1348,Resolved
890,2026-06-26 08:17:00,Phishing,Medium,Email,Operations,Peter,74,Yes,37,Yes,HOST-1217,Resolved
891,2026-04-20 07:01:00,Phishing,Medium,Email,Engineering,Clark,79,No,49,Yes,HOST-1239,Resolved
892,2026-02-06 15:31:00,Phishing,Low,Email,Engineering,Peter,25,Yes,20,Yes,HOST-1236,Resolved
893,2026-02-14 11:58:00,Failed Login,Low,VPN,Engineering,Bruce,37,Yes,19,Yes,HOST-1286,Resolved
894,2026-02-02 16:38:00,Phishing,Low,Email,Operations,Peter,26,Yes,16,Yes,HOST-1163,Resolved
895,2026-05-28 01:03:00,Phishing,Low,Email,Engineering,Peter,37,No,5,Yes,HOST-1324,Closed
896,2026-06-09 17:49:00,Phishing,Low,Email,Engineering,Peter,19,Yes,23,Yes,HOST-1271,Closed
897,2026-03-04 09:09:00,Phishing,Low,Email,Engineering,Steve,24,No,25,Yes,HOST-1243,Resolved
898,2026-06-25 12:08:00,Failed Login,Low,VPN,Engineering,Steve,28,Yes,19,Yes,HOST-1060,Closed
899,2026-06-27 08:39:00,Firewall Alert,Medium,Firewall,Finance,Tony,89,Yes,39,Yes,HOST-1072,Resolved
900,2026-05-01 16:56:00,Phishing,Low,Email,Engineering,Peter,30,Yes,7,No,HOST-1140,Resolved
901,2026-05-13 19:46:00,Failed Login,Critical,VPN,Finance,Tony,528,Yes,95,Yes,HOST-1078,Resolved
902,2026-04-18 10:38:00,Firewall Alert,Low,Firewall,Engineering,Peter,24,Yes,9,Yes,HOST-1072,Resolved
903,2026-04-23 08:48:00,Phishing,Low,Email,Engineering,Peter,36,Yes,29,Yes,HOST-1170,Resolved
904,2026-02-19 10:36:00,Phishing,Low,Email,Human Resources,Peter,38,No,30,No,HOST-1090,Closed
905,2026-01-02 08:07:00,Firewall Alert,High,Firewall,Finance,Steve,149,No,68,Yes,HOST-1284,In Progress
906,2026-03-10 11:51:00,Phishing,Medium,Email,Engineering,Peter,83,No,36,No,HOST-1139,Closed
907,2026-02-09 09:23:00,Failed Login,Low,Identity Provider,Finance,Bruce,20,Yes,8,Yes,HOST-1169,Resolved
908,2026-04-02 18:32:00,Failed Login,Low,Identity Provider,Engineering,Clark,15,Yes,27,Yes,HOST-1129,Resolved
909,2026-04-13 13:35:00,Phishing,Low,Email,Engineering,Peter,31,No,15,Yes,HOST-1232,Resolved
910,2026-06-21 14:12:00,Phishing,Critical,Email,Engineering,Tony,609,Yes,99,Yes,HOST-1118,Resolved
911,2026-06-26 08:56:00,Privilege Escalation,Low,Identity Provider,Operations,Peter,24,No,17,Yes,HOST-1006,Resolved
912,2026-04-19 14:37:00,Malware,High,Endpoint,Engineering,Bruce,238,No,66,Yes,HOST-1272,Resolved
913,2026-06-05 09:46:00,Failed Login,Medium,Identity Provider,Engineering,Bruce,60,Yes,38,Yes,HOST-1015,Resolved
914,2026-06-30 09:12:00,Data Exfiltration,Low,DLP,Operations,Tony,18,No,18,Yes,HOST-1043,Resolved
915,2026-03-26 14:53:00,Phishing,Low,Email,Engineering,Peter,19,No,22,Yes,HOST-1318,Resolved
916,2026-04-08 12:13:00,Failed Login,Low,VPN,Engineering,Bruce,28,Yes,10,Yes,HOST-1118,Resolved
917,2026-05-17 16:19:00,Failed Login,Low,Identity Provider,Operations,Bruce,25,No,12,Yes,HOST-1089,Resolved
918,2026-05-29 11:05:00,Malware,Medium,Endpoint,Operations,Bruce,55,No,43,Yes,HOST-1192,Resolved
919,2026-06-09 10:03:00,Malware,Medium,Endpoint,Engineering,Bruce,77,Yes,37,Yes,HOST-1169,Resolved
920,2026-05-01 21:38:00,Phishing,Low,Email,Engineering,Peter,26,Yes,16,Yes,HOST-1154,Resolved
921,2026-04-15 13:29:00,Failed Login,Low,Identity Provider,Operations,Clark,33,Yes,21,Yes,HOST-1097,Closed
922,2026-01-15 08:23:00,Privilege Escalation,High,Email,Engineering,Tony,126,No,74,Yes,HOST-1135,Resolved
923,2026-03-19 16:35:00,Privilege Escalation,High,Endpoint,Engineering,Peter,232,No,73,Yes,HOST-1001,In Progress
924,2026-04-06 07:28:00,Failed Login,Medium,Identity Provider,Operations,Steve,48,Yes,52,Yes,HOST-1139,Resolved
925,2026-02-20 08:39:00,Data Exfiltration,Critical,DLP,Engineering,Tony,428,No,93,Yes,HOST-1290,Resolved
926,2026-02-20 10:59:00,Failed Login,Medium,Identity Provider,Engineering,Bruce,76,Yes,50,Yes,HOST-1273,Resolved
927,2026-04-21 11:42:00,Phishing,Medium,Email,Operations,Steve,76,Yes,56,Yes,HOST-1289,Closed
928,2026-04-30 09:55:00,Privilege Escalation,Critical,Endpoint,Engineering,Peter,681,No,86,Yes,HOST-1155,Resolved
929,2026-05-11 22:31:00,Failed Login,High,VPN,Engineering,Peter,184,No,74,Yes,HOST-1315,Resolved
930,2026-05-29 13:05:00,Failed Login,High,Identity Provider,Operations,Peter,136,Yes,72,Yes,HOST-1241,Closed
931,2026-06-23 10:07:00,Phishing,Low,Email,Engineering,Peter,40,No,22,Yes,HOST-1134,Resolved
932,2026-04-10 14:02:00,Phishing,Low,Email,Finance,Steve,24,No,26,Yes,HOST-1073,Resolved
933,2026-06-05 13:25:00,Phishing,Medium,Email,Engineering,Tony,46,Yes,51,Yes,HOST-1270,Closed
934,2026-03-20 10:01:00,Firewall Alert,Critical,Firewall,Finance,Tony,473,No,91,Yes,HOST-1219,Closed
935,2026-03-26 14:45:00,Phishing,Medium,Email,Engineering,Peter,59,Yes,59,Yes,HOST-1034,Closed
936,2026-02-18 14:47:00,Failed Login,Low,VPN,Finance,Clark,39,Yes,19,Yes,HOST-1108,Closed
937,2026-06-01 16:30:00,Failed Login,Low,VPN,Finance,Peter,35,Yes,25,Yes,HOST-1216,Resolved
938,2026-03-27 13:59:00,Failed Login,Low,Identity Provider,Executive,Peter,32,Yes,30,Yes,HOST-1117,Closed
939,2026-03-27 10:34:00,Phishing,Critical,Email,Engineering,Steve,502,No,98,Yes,HOST-1293,Resolved
940,2026-04-30 13:52:00,Phishing,Low,Email,Operations,Peter,26,Yes,24,Yes,HOST-1284,Resolved
941,2026-03-24 06:34:00,Phishing,Low,Email,Finance,Peter,23,Yes,26,No,HOST-1345,Closed
942,2026-04-07 12:18:00,Failed Login,High,VPN,Finance,Steve,165,Yes,69,Yes,HOST-1309,Closed
943,2026-03-19 06:57:00,Phishing,High,Email,Operations,Peter,123,No,67,Yes,HOST-1091,Resolved
944,2026-04-20 15:34:00,Malware,High,Endpoint,Engineering,Bruce,198,No,77,Yes,HOST-1161,Resolved
945,2026-03-20 02:17:00,Firewall Alert,Low,Firewall,Operations,Steve,36,No,20,Yes,HOST-1146,Resolved
946,2026-01-09 08:49:00,Privilege Escalation,Low,Identity Provider,Engineering,Peter,37,No,17,Yes,HOST-1307,Resolved
947,2026-06-23 13:31:00,Failed Login,Medium,Identity Provider,Finance,Clark,58,Yes,42,Yes,HOST-1235,Resolved
948,2026-06-28 14:52:00,Phishing,Low,Email,Finance,Peter,23,No,27,Yes,HOST-1009,Resolved
949,2026-01-23 14:37:00,Failed Login,High,Identity Provider,Engineering,Bruce,226,Yes,66,Yes,HOST-1302,Resolved
950,2026-02-01 10:33:00,Malware,High,Endpoint,Human Resources,Bruce,144,No,80,Yes,HOST-1232,In Progress
951,2026-06-13 18:38:00,Phishing,Low,Email,Finance,Peter,37,Yes,13,No,HOST-1234,Resolved
952,2026-01-15 17:15:00,Phishing,Medium,Email,Engineering,Peter,74,No,60,Yes,HOST-1087,Resolved
953,2026-05-06 14:11:00,Phishing,Medium,Email,Finance,Steve,81,No,51,Yes,HOST-1151,Closed
954,2026-06-09 09:53:00,Phishing,High,Email,Finance,Clark,120,No,68,Yes,HOST-1014,Resolved
955,2026-04-03 01:50:00,Failed Login,High,Identity Provider,Operations,Clark,182,Yes,61,Yes,HOST-1290,Closed
956,2026-06-04 12:08:00,Phishing,Medium,Email,Operations,Peter,51,No,42,Yes,HOST-1142,In Progress
957,2026-04-23 05:39:00,Malware,Medium,Endpoint,Engineering,Bruce,54,No,59,Yes,HOST-1238,Resolved
958,2026-02-12 20:50:00,Phishing,Medium,Email,Engineering,Peter,85,Yes,45,Yes,HOST-1262,Resolved
959,2026-03-11 17:43:00,Data Exfiltration,Medium,DLP,Executive,Steve,66,No,45,Yes,HOST-1156,Closed
960,2026-03-19 09:03:00,Phishing,High,Email,Finance,Peter,198,No,79,Yes,HOST-1048,Resolved
961,2026-01-21 14:10:00,Failed Login,High,VPN,Engineering,Bruce,221,Yes,67,Yes,HOST-1085,Resolved
962,2026-06-04 08:56:00,Phishing,Medium,Email,Engineering,Peter,77,No,42,Yes,HOST-1208,Resolved
963,2026-04-15 18:43:00,Failed Login,High,VPN,Executive,Tony,189,No,83,Yes,HOST-1063,Closed
964,2026-06-19 12:09:00,Failed Login,Medium,Identity Provider,Engineering,Steve,58,Yes,53,Yes,HOST-1223,In Progress
965,2026-03-05 17:16:00,Privilege Escalation,Low,Email,Operations,Bruce,22,Yes,23,Yes,HOST-1275,In Progress
966,2026-02-05 09:47:00,Failed Login,Low,Identity Provider,Engineering,Tony,16,Yes,13,Yes,HOST-1176,Closed
967,2026-05-27 14:26:00,Failed Login,Medium,Identity Provider,Operations,Peter,83,Yes,34,Yes,HOST-1131,Resolved
968,2026-05-08 07:50:00,Failed Login,Medium,Identity Provider,Engineering,Peter,77,Yes,38,Yes,HOST-1205,Resolved
969,2026-05-18 17:17:00,Data Exfiltration,Critical,DLP,Operations,Tony,348,No,86,Yes,HOST-1055,Resolved
970,2026-03-17 16:41:00,Failed Login,Low,VPN,Operations,Steve,22,Yes,6,Yes,HOST-1304,In Progress
971,2026-03-17 16:58:00,Phishing,Low,Email,Finance,Steve,15,Yes,23,Yes,HOST-1108,Resolved
972,2026-04-22 15:22:00,Failed Login,High,Identity Provider,Operations,Tony,156,Yes,68,Yes,HOST-1251,Resolved
973,2026-02-06 09:24:00,Phishing,Medium,Email,Engineering,Peter,74,No,37,Yes,HOST-1149,Resolved
974,2026-05-11 11:27:00,Failed Login,Medium,VPN,Operations,Clark,51,Yes,33,Yes,HOST-1255,Closed
975,2026-05-28 14:34:00,Phishing,Critical,Email,Finance,Tony,344,Yes,94,Yes,HOST-1230,Resolved
976,2026-05-22 14:55:00,Phishing,Critical,Email,Engineering,Tony,604,Yes,99,Yes,HOST-1156,Resolved
977,2026-04-02 09:05:00,Phishing,Low,Email,Engineering,Peter,15,No,22,Yes,HOST-1230,Closed
978,2026-05-14 09:01:00,Phishing,Low,Email,Operations,Peter,24,Yes,26,Yes,HOST-1326,Resolved
979,2026-06-22 14:48:00,Data Exfiltration,High,DLP,Engineering,Steve,156,No,81,Yes,HOST-1112,Closed
980,2026-04-09 12:49:00,Phishing,Low,Email,Finance,Peter,25,Yes,21,Yes,HOST-1165,In Progress
981,2026-06-09 10:04:00,Phishing,Medium,Email,Finance,Peter,66,No,45,Yes,HOST-1030,Resolved
982,2026-01-09 12:54:00,Phishing,High,Email,Engineering,Clark,219,Yes,85,Yes,HOST-1065,Closed
983,2026-01-26 12:07:00,Phishing,Medium,Email,Operations,Peter,47,Yes,51,No,HOST-1209,Resolved
984,2026-03-21 13:46:00,Data Exfiltration,Medium,DLP,Finance,Peter,75,No,55,Yes,HOST-1036,Resolved
985,2026-05-19 14:09:00,Phishing,Low,Email,Finance,Peter,28,No,22,Yes,HOST-1253,Resolved
986,2026-05-01 09:40:00,Data Exfiltration,Low,DLP,Executive,Bruce,40,No,27,Yes,HOST-1310,Resolved
987,2026-02-12 17:41:00,Failed Login,Medium,Identity Provider,Human Resources,Peter,52,Yes,45,Yes,HOST-1045,In Progress
988,2026-02-17 09:05:00,Phishing,Medium,Email,Engineering,Tony,64,Yes,46,Yes,HOST-1061,Resolved
989,2026-03-23 13:06:00,Failed Login,Low,VPN,Operations,Peter,15,No,22,Yes,HOST-1104,Resolved
990,2026-01-15 08:51:00,Phishing,Low,Email,Human Resources,Clark,37,No,17,No,HOST-1186,Closed
991,2026-01-06 15:45:00,Failed Login,Low,Identity Provider,Engineering,Bruce,15,Yes,6,Yes,HOST-1201,In Progress
